========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 4
batch_size: 256
n_z: 2
dataset: 4C
pretrain_path: data/4C/ae_gamma_0.01_nz_2_update_3.pkl
gamma: 0.01
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=1000, bias=True)
    (z_layer): Linear(in_features=1000, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=1000, bias=True)
    (dec_2): Linear(in_features=1000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.4650, NMI 0.3686, ARI 0.2855, Δlabel 0.0000
Iter 003: Acc 0.4180, NMI 0.1601, ARI 0.0829, Δlabel 0.6190
Iter 006: Acc 0.4430, NMI 0.1824, ARI 0.1091, Δlabel 0.0640
Iter 009: Acc 0.3980, NMI 0.1010, ARI 0.0509, Δlabel 0.1020
Iter 012: Acc 0.3480, NMI 0.0744, ARI 0.0282, Δlabel 0.0880
Iter 015: Acc 0.3430, NMI 0.0821, ARI 0.0301, Δlabel 0.0210
Iter 018: Acc 0.3430, NMI 0.0768, ARI 0.0260, Δlabel 0.0160
Iter 021: Acc 0.3460, NMI 0.0760, ARI 0.0260, Δlabel 0.0060
Iter 024: Acc 0.3340, NMI 0.0741, ARI 0.0241, Δlabel 0.0170
Iter 027: Acc 0.3160, NMI 0.0710, ARI 0.0231, Δlabel 0.0510
Iter 030: Acc 0.3920, NMI 0.1255, ARI 0.0568, Δlabel 0.1250
Iter 033: Acc 0.3480, NMI 0.0984, ARI 0.0416, Δlabel 0.0820
Iter 036: Acc 0.4060, NMI 0.1615, ARI 0.1052, Δlabel 0.1580
Iter 039: Acc 0.4310, NMI 0.1820, ARI 0.1371, Δlabel 0.0460
Iter 042: Acc 0.4030, NMI 0.1565, ARI 0.1026, Δlabel 0.0430
Iter 045: Acc 0.4150, NMI 0.1642, ARI 0.1145, Δlabel 0.0180
Iter 048: Acc 0.4130, NMI 0.1615, ARI 0.1077, Δlabel 0.0130
Iter 051: Acc 0.4080, NMI 0.1438, ARI 0.1015, Δlabel 0.0160
Iter 054: Acc 0.3900, NMI 0.1206, ARI 0.0796, Δlabel 0.0230
Iter 057: Acc 0.3790, NMI 0.1164, ARI 0.0682, Δlabel 0.0190
Iter 060: Acc 0.3770, NMI 0.1161, ARI 0.0668, Δlabel 0.0090
Iter 063: Acc 0.3740, NMI 0.1155, ARI 0.0655, Δlabel 0.0090
Iter 066: Acc 0.3700, NMI 0.1128, ARI 0.0623, Δlabel 0.0160
Iter 069: Acc 0.3640, NMI 0.1120, ARI 0.0592, Δlabel 0.0170
Iter 072: Acc 0.3620, NMI 0.1101, ARI 0.0573, Δlabel 0.0050
Iter 075: Acc 0.3590, NMI 0.1086, ARI 0.0552, Δlabel 0.0080
Iter 078: Acc 0.3740, NMI 0.1548, ARI 0.0786, Δlabel 0.0560
Iter 081: Acc 0.3590, NMI 0.1051, ARI 0.0528, Δlabel 0.0520
Iter 084: Acc 0.3390, NMI 0.0915, ARI 0.0381, Δlabel 0.0690
Iter 087: Acc 0.3320, NMI 0.0836, ARI 0.0327, Δlabel 0.0410
Iter 090: Acc 0.3380, NMI 0.0888, ARI 0.0354, Δlabel 0.0250
Iter 093: Acc 0.3230, NMI 0.0749, ARI 0.0236, Δlabel 0.0710
Iter 096: Acc 0.3230, NMI 0.0782, ARI 0.0272, Δlabel 0.0450
Iter 099: Acc 0.3350, NMI 0.0865, ARI 0.0343, Δlabel 0.0270
