========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 4
batch_size: 256
n_z: 2
dataset: 4C
pretrain_path: data/4C/ae_gamma_1.0_nz_2_update_3.pkl
gamma: 1.0
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=1000, bias=True)
    (z_layer): Linear(in_features=1000, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=1000, bias=True)
    (dec_2): Linear(in_features=1000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.4710, NMI 0.3408, ARI 0.2575, Δlabel 0.0000
Iter 003: Acc 0.4470, NMI 0.2322, ARI 0.1512, Δlabel 0.2280
Iter 006: Acc 0.4250, NMI 0.2679, ARI 0.1786, Δlabel 0.2820
Iter 009: Acc 0.4480, NMI 0.2531, ARI 0.1992, Δlabel 0.0870
Iter 012: Acc 0.4900, NMI 0.2866, ARI 0.2407, Δlabel 0.1120
Iter 015: Acc 0.4270, NMI 0.1527, ARI 0.1084, Δlabel 0.1250
Iter 018: Acc 0.4500, NMI 0.1876, ARI 0.1414, Δlabel 0.0530
Iter 021: Acc 0.4370, NMI 0.1665, ARI 0.1170, Δlabel 0.0430
Iter 024: Acc 0.4010, NMI 0.1232, ARI 0.0773, Δlabel 0.0830
Iter 027: Acc 0.3910, NMI 0.1211, ARI 0.0698, Δlabel 0.0560
Iter 030: Acc 0.3690, NMI 0.1073, ARI 0.0574, Δlabel 0.0630
Iter 033: Acc 0.3380, NMI 0.0920, ARI 0.0448, Δlabel 0.0430
Iter 036: Acc 0.3420, NMI 0.0928, ARI 0.0422, Δlabel 0.1010
Iter 039: Acc 0.3510, NMI 0.1073, ARI 0.0531, Δlabel 0.0420
Iter 042: Acc 0.3500, NMI 0.1136, ARI 0.0572, Δlabel 0.0290
Iter 045: Acc 0.3340, NMI 0.1032, ARI 0.0510, Δlabel 0.0530
Iter 048: Acc 0.3200, NMI 0.1013, ARI 0.0525, Δlabel 0.0540
Iter 051: Acc 0.3250, NMI 0.0997, ARI 0.0528, Δlabel 0.0090
Iter 054: Acc 0.3120, NMI 0.0531, ARI 0.0324, Δlabel 0.0740
Iter 057: Acc 0.3130, NMI 0.0417, ARI 0.0237, Δlabel 0.1000
Iter 060: Acc 0.3110, NMI 0.0387, ARI 0.0208, Δlabel 0.0240
Iter 063: Acc 0.3200, NMI 0.0593, ARI 0.0324, Δlabel 0.1000
Iter 066: Acc 0.3120, NMI 0.0400, ARI 0.0198, Δlabel 0.0490
Iter 069: Acc 0.3140, NMI 0.0531, ARI 0.0266, Δlabel 0.0660
Iter 072: Acc 0.3150, NMI 0.0550, ARI 0.0269, Δlabel 0.0140
Iter 075: Acc 0.2950, NMI 0.0206, ARI 0.0066, Δlabel 0.1050
Iter 078: Acc 0.3020, NMI 0.0348, ARI 0.0196, Δlabel 0.1540
Iter 081: Acc 0.3020, NMI 0.0457, ARI 0.0270, Δlabel 0.0240
Iter 084: Acc 0.3320, NMI 0.0865, ARI 0.0479, Δlabel 0.0470
Iter 087: Acc 0.3160, NMI 0.0838, ARI 0.0441, Δlabel 0.0410
Iter 090: Acc 0.3230, NMI 0.0834, ARI 0.0464, Δlabel 0.0190
Iter 093: Acc 0.3240, NMI 0.0820, ARI 0.0467, Δlabel 0.0100
Iter 096: Acc 0.3310, NMI 0.0824, ARI 0.0477, Δlabel 0.0140
Iter 099: Acc 0.3270, NMI 0.0813, ARI 0.0472, Δlabel 0.0370
